PAR,time,acc,Rep,lw,gs,Induction
100,1060,rice39,5,1.5,0.28049,
100,1070,rice39,5,1.5,0.27831,
100,1080,rice39,5,1.5,0.27189,
100,1090,rice39,5,1.5,0.31232,
100,1100,rice39,5,1.5,0.31009,
100,1110,rice39,5,1.5,0.30675,
100,1120,rice39,5,1.5,0.30858,
100,1130,rice39,5,1.5,0.30642,
100,1140,rice39,5,1.5,0.30816,
100,1150,rice39,5,1.5,0.33044,
100,1160,rice39,5,1.5,0.31869,
100,1170,rice39,5,1.5,0.31033,
100,1180,rice39,5,1.5,0.30285,
100,1190,rice39,5,1.5,0.29493,
100,1200,rice39,5,1.5,0.2844,
1500,0,rice40,1,1.4,0.10454,
1500,10,rice40,1,1.4,0.08942,
1500,20,rice40,1,1.4,0.10724,
1500,30,rice40,1,1.4,0.11741,
1500,40,rice40,1,1.4,0.12695,
1500,50,rice40,1,1.4,0.13711,
1500,60,rice40,1,1.4,0.14915,
1500,70,rice40,1,1.4,0.16317,
1500,80,rice40,1,1.4,0.1752,
1500,90,rice40,1,1.4,0.18698,
1500,100,rice40,1,1.4,0.19695,
1500,110,rice40,1,1.4,0.20246,
1500,120,rice40,1,1.4,0.20604,
1500,130,rice40,1,1.4,0.21089,
1500,140,rice40,1,1.4,0.21611,
1500,150,rice40,1,1.4,0.21979,
1500,160,rice40,1,1.4,0.22332,
1500,170,rice40,1,1.4,0.22404,
1500,180,rice40,1,1.4,0.22552,
1500,190,rice40,1,1.4,0.22455,
1500,200,rice40,1,1.4,0.2272,
1500,210,rice40,1,1.4,0.22907,
1500,220,rice40,1,1.4,0.22951,
1500,230,rice40,1,1.4,0.22695,
1500,240,rice40,1,1.4,0.22819,
1500,250,rice40,1,1.4,0.20854,
1500,260,rice40,1,1.4,0.21259,
1500,270,rice40,1,1.4,0.21382,
1500,280,rice40,1,1.4,0.21683,
1500,290,rice40,1,1.4,0.21729,
1500,300,rice40,1,1.4,0.21468,
1500,310,rice40,1,1.4,0.21206,
1500,320,rice40,1,1.4,0.20334,
1500,330,rice40,1,1.4,0.20274,
1500,340,rice40,1,1.4,0.20249,
1500,350,rice40,1,1.4,0.20337,
1500,360,rice40,1,1.4,0.20396,
1500,370,rice40,1,1.4,0.20476,
1500,380,rice40,1,1.4,0.21001,
1500,390,rice40,1,1.4,0.21068,
1500,400,rice40,1,1.4,0.21138,
1500,410,rice40,1,1.4,0.20868,
1500,420,rice40,1,1.4,0.20549,
1500,430,rice40,1,1.4,0.20321,
1500,440,rice40,1,1.4,0.2145,
1500,450,rice40,1,1.4,0.22164,
1500,460,rice40,1,1.4,0.22054,
1500,470,rice40,1,1.4,0.21993,
1500,480,rice40,1,1.4,0.21746,
1500,490,rice40,1,1.4,0.20111,
1500,500,rice40,1,1.4,0.19954,
1500,510,rice40,1,1.4,0.20006,
1500,520,rice40,1,1.4,0.19706,
1500,530,rice40,1,1.4,0.19664,
1500,540,rice40,1,1.4,0.19614,
1500,550,rice40,1,1.4,0.18486,
1500,560,rice40,1,1.4,0.18678,
1500,570,rice40,1,1.4,0.19086,
1500,580,rice40,1,1.4,0.19267,
1500,590,rice40,1,1.4,0.19222,
1500,600,rice40,1,1.4,0.19072,
1500,610,rice40,1,1.4,0.17814,
1500,620,rice40,1,1.4,0.18382,
1500,630,rice40,1,1.4,0.184,
1500,640,rice40,1,1.4,0.18701,
1500,650,rice40,1,1.4,0.18503,
1500,660,rice40,1,1.4,0.18456,
1500,670,rice40,1,1.4,0.17935,
1500,680,rice40,1,1.4,0.18852,
1500,690,rice40,1,1.4,0.19311,
1500,700,rice40,1,1.4,0.19313,
1500,710,rice40,1,1.4,0.19683,
1500,720,rice40,1,1.4,0.19619,
1500,730,rice40,1,1.4,0.19369,
1500,740,rice40,1,1.4,0.19678,
1500,750,rice40,1,1.4,0.1993,
1500,760,rice40,1,1.4,0.20692,
1500,770,rice40,1,1.4,0.20955,
1500,780,rice40,1,1.4,0.21172,
1500,790,rice40,1,1.4,0.20708,
1500,800,rice40,1,1.4,0.21505,
1500,810,rice40,1,1.4,0.22226,
1500,820,rice40,1,1.4,0.22751,
1500,830,rice40,1,1.4,0.23088,
1500,840,rice40,1,1.4,0.23097,
1500,850,rice40,1,1.4,0.22581,
1500,860,rice40,1,1.4,0.22999,
1500,870,rice40,1,1.4,0.23097,
1500,880,rice40,1,1.4,0.23089,
1500,890,rice40,1,1.4,0.23107,
1500,900,rice40,1,1.4,0.22786,
100,910,rice40,1,1.4,0.28583,
100,920,rice40,1,1.4,0.24624,
100,930,rice40,1,1.4,0.2235,
100,940,rice40,1,1.4,0.20612,
100,950,rice40,1,1.4,0.19492,
100,960,rice40,1,1.4,0.18321,
100,970,rice40,1,1.4,0.18446,
100,980,rice40,1,1.4,0.16976,
100,990,rice40,1,1.4,0.15792,
100,1000,rice40,1,1.4,0.14858,
100,1010,rice40,1,1.4,0.14,
100,1020,rice40,1,1.4,0.13413,
100,1030,rice40,1,1.4,0.13108,
100,1040,rice40,1,1.4,0.11957,
100,1050,rice40,1,1.4,0.11117,
100,1060,rice40,1,1.4,0.09204,
100,1070,rice40,1,1.4,0.0855,
100,1080,rice40,1,1.4,0.07996,
100,1090,rice40,1,1.4,0.08809,
100,1100,rice40,1,1.4,0.08337,
100,1110,rice40,1,1.4,0.07629,
100,1120,rice40,1,1.4,0.07593,
100,1130,rice40,1,1.4,0.06999,
100,1140,rice40,1,1.4,0.06732,
100,1150,rice40,1,1.4,0.06778,
100,1160,rice40,1,1.4,0.06114,
100,1170,rice40,1,1.4,0.05516,
100,1180,rice40,1,1.4,0.05059,
100,1190,rice40,1,1.4,0.0509,
100,1200,rice40,1,1.4,0.05008,
1500,0,rice40,2,1.3,0.0697,
1500,10,rice40,2,1.3,0.05275,
1500,20,rice40,2,1.3,0.05468,
1500,30,rice40,2,1.3,0.05556,
1500,40,rice40,2,1.3,0.05547,
1500,50,rice40,2,1.3,0.05608,
1500,60,rice40,2,1.3,0.05917,
1500,70,rice40,2,1.3,0.06832,
1500,80,rice40,2,1.3,0.07608,
1500,90,rice40,2,1.3,0.08601,
1500,100,rice40,2,1.3,0.09611,
1500,110,rice40,2,1.3,0.10347,
1500,120,rice40,2,1.3,0.10906,
1500,130,rice40,2,1.3,0.11826,
1500,140,rice40,2,1.3,0.12338,
1500,150,rice40,2,1.3,0.12793,
1500,160,rice40,2,1.3,0.13507,
1500,170,rice40,2,1.3,0.13808,
1500,180,rice40,2,1.3,0.14101,
1500,190,rice40,2,1.3,0.14407,
1500,200,rice40,2,1.3,0.14865,
1500,210,rice40,2,1.3,0.15279,
1500,220,rice40,2,1.3,0.1556,
1500,230,rice40,2,1.3,0.15401,
1500,240,rice40,2,1.3,0.15176,
1500,250,rice40,2,1.3,0.14986,
1500,260,rice40,2,1.3,0.15178,
1500,270,rice40,2,1.3,0.15135,
1500,280,rice40,2,1.3,0.15142,
1500,290,rice40,2,1.3,0.14918,
1500,300,rice40,2,1.3,0.14586,
1500,310,rice40,2,1.3,0.13908,
1500,320,rice40,2,1.3,0.1414,
1500,330,rice40,2,1.3,0.1422,
1500,340,rice40,2,1.3,0.14284,
1500,350,rice40,2,1.3,0.13994,
1500,360,rice40,2,1.3,0.1389,
1500,370,rice40,2,1.3,0.13793,
1500,380,rice40,2,1.3,0.14058,
1500,390,rice40,2,1.3,0.14729,
1500,400,rice40,2,1.3,0.14809,
1500,410,rice40,2,1.3,0.15124,
1500,420,rice40,2,1.3,0.15446,
1500,430,rice40,2,1.3,0.15756,
1500,440,rice40,2,1.3,0.1645,
1500,450,rice40,2,1.3,0.17244,
1500,460,rice40,2,1.3,0.17693,
1500,470,rice40,2,1.3,0.18132,
1500,480,rice40,2,1.3,0.18759,
1500,490,rice40,2,1.3,0.19301,
1500,500,rice40,2,1.3,0.19512,
1500,510,rice40,2,1.3,0.19819,
1500,520,rice40,2,1.3,0.20053,
1500,530,rice40,2,1.3,0.19628,
1500,540,rice40,2,1.3,0.1975,
1500,550,rice40,2,1.3,0.18311,
1500,560,rice40,2,1.3,0.18326,
1500,570,rice40,2,1.3,0.1813,
1500,580,rice40,2,1.3,0.17747,
1500,590,rice40,2,1.3,0.17425,
1500,600,rice40,2,1.3,0.17084,
1500,610,rice40,2,1.3,0.16021,
1500,620,rice40,2,1.3,0.15771,
1500,630,rice40,2,1.3,0.15853,
1500,640,rice40,2,1.3,0.15275,
1500,650,rice40,2,1.3,0.15015,
1500,660,rice40,2,1.3,0.14511,
1500,670,rice40,2,1.3,0.13564,
1500,680,rice40,2,1.3,0.13495,
1500,690,rice40,2,1.3,0.1325,
1500,700,rice40,2,1.3,0.13039,
1500,710,rice40,2,1.3,0.12902,
1500,720,rice40,2,1.3,0.1266,
1500,730,rice40,2,1.3,0.12213,
1500,740,rice40,2,1.3,0.12231,
1500,750,rice40,2,1.3,0.12363,
1500,760,rice40,2,1.3,0.12295,
1500,770,rice40,2,1.3,0.12089,
1500,780,rice40,2,1.3,0.11854,
1500,790,rice40,2,1.3,0.11319,
1500,800,rice40,2,1.3,0.11381,
1500,810,rice40,2,1.3,0.11409,
1500,820,rice40,2,1.3,0.11311,
1500,830,rice40,2,1.3,0.11286,
1500,840,rice40,2,1.3,0.11121,
1500,850,rice40,2,1.3,0.11212,
1500,860,rice40,2,1.3,0.11414,
1500,870,rice40,2,1.3,0.11761,
1500,880,rice40,2,1.3,0.11761,
1500,890,rice40,2,1.3,0.11945,
1500,900,rice40,2,1.3,0.11907,
100,910,rice40,2,1.3,0.14428,
100,920,rice40,2,1.3,0.13398,
100,930,rice40,2,1.3,0.12834,
100,940,rice40,2,1.3,0.12566,
100,950,rice40,2,1.3,0.12047,
100,960,rice40,2,1.3,0.11424,
100,970,rice40,2,1.3,0.10836,
100,980,rice40,2,1.3,0.10271,
100,990,rice40,2,1.3,0.09787,
100,1000,rice40,2,1.3,0.09193,
100,1010,rice40,2,1.3,0.08772,
100,1020,rice40,2,1.3,0.08285,
100,1030,rice40,2,1.3,0.07688,
100,1040,rice40,2,1.3,0.07174,
100,1050,rice40,2,1.3,0.06849,
100,1060,rice40,2,1.3,0.06538,
100,1070,rice40,2,1.3,0.06151,
100,1080,rice40,2,1.3,0.05884,
100,1090,rice40,2,1.3,0.05908,
100,1100,rice40,2,1.3,0.05728,
100,1110,rice40,2,1.3,0.05439,
100,1120,rice40,2,1.3,0.05225,
100,1130,rice40,2,1.3,0.05122,
100,1140,rice40,2,1.3,0.05093,
100,1150,rice40,2,1.3,0.05164,
100,1160,rice40,2,1.3,0.05004,
100,1170,rice40,2,1.3,0.04843,
100,1180,rice40,2,1.3,0.04804,
100,1190,rice40,2,1.3,0.04691,
100,1200,rice40,2,1.3,0.04775,
1500,0,rice40,3,1.1,0.62265,
1500,10,rice40,3,1.1,0.52787,
1500,20,rice40,3,1.1,0.55184,
1500,30,rice40,3,1.1,0.55733,
1500,40,rice40,3,1.1,0.55467,
1500,50,rice40,3,1.1,0.54598,
1500,60,rice40,3,1.1,0.53926,
1500,70,rice40,3,1.1,0.48934,
1500,80,rice40,3,1.1,0.49588,
1500,90,rice40,3,1.1,0.49328,
1500,100,rice40,3,1.1,0.48711,
1500,110,rice40,3,1.1,0.47788,
1500,120,rice40,3,1.1,0.46953,
1500,130,rice40,3,1.1,0.43372,
1500,140,rice40,3,1.1,0.44174,
1500,150,rice40,3,1.1,0.44427,
1500,160,rice40,3,1.1,0.44372,
1500,170,rice40,3,1.1,0.44353,
1500,180,rice40,3,1.1,0.43974,
1500,190,rice40,3,1.1,0.41125,
1500,200,rice40,3,1.1,0.41864,
1500,210,rice40,3,1.1,0.41173,
1500,220,rice40,3,1.1,0.41119,
1500,230,rice40,3,1.1,0.41124,
1500,240,rice40,3,1.1,0.41643,
1500,250,rice40,3,1.1,0.39487,
1500,260,rice40,3,1.1,0.40335,
1500,270,rice40,3,1.1,0.40641,
1500,280,rice40,3,1.1,0.40826,
1500,290,rice40,3,1.1,0.41001,
1500,300,rice40,3,1.1,0.41328,
1500,310,rice40,3,1.1,0.389,
1500,320,rice40,3,1.1,0.39815,
1500,330,rice40,3,1.1,0.39936,
1500,340,rice40,3,1.1,0.39878,
1500,350,rice40,3,1.1,0.40566,
1500,360,rice40,3,1.1,0.40302,
1500,370,rice40,3,1.1,0.38235,
1500,380,rice40,3,1.1,0.39482,
1500,390,rice40,3,1.1,0.39687,
1500,400,rice40,3,1.1,0.3976,
1500,410,rice40,3,1.1,0.39787,
1500,420,rice40,3,1.1,0.39427,
1500,430,rice40,3,1.1,0.38132,
1500,440,rice40,3,1.1,0.38741,
1500,450,rice40,3,1.1,0.39134,
1500,460,rice40,3,1.1,0.39669,
1500,470,rice40,3,1.1,0.40356,
1500,480,rice40,3,1.1,0.40138,
1500,490,rice40,3,1.1,0.38145,
1500,500,rice40,3,1.1,0.39571,
1500,510,rice40,3,1.1,0.39967,
1500,520,rice40,3,1.1,0.39779,
1500,530,rice40,3,1.1,0.39081,
1500,540,rice40,3,1.1,0.39008,
1500,550,rice40,3,1.1,0.37429,
1500,560,rice40,3,1.1,0.3842,
1500,570,rice40,3,1.1,0.38609,
1500,580,rice40,3,1.1,0.39109,
1500,590,rice40,3,1.1,0.39427,
1500,600,rice40,3,1.1,0.39614,
1500,610,rice40,3,1.1,0.38063,
1500,620,rice40,3,1.1,0.39147,
1500,630,rice40,3,1.1,0.39963,
1500,640,rice40,3,1.1,0.4031,
1500,650,rice40,3,1.1,0.40212,
1500,660,rice40,3,1.1,0.39997,
1500,670,rice40,3,1.1,0.3838,
1500,680,rice40,3,1.1,0.39627,
1500,690,rice40,3,1.1,0.39921,
1500,700,rice40,3,1.1,0.39765,
1500,710,rice40,3,1.1,0.39931,
1500,720,rice40,3,1.1,0.3978,
1500,730,rice40,3,1.1,0.3833,
1500,740,rice40,3,1.1,0.39777,
1500,750,rice40,3,1.1,0.39675,
1500,760,rice40,3,1.1,0.39976,
1500,770,rice40,3,1.1,0.40435,
1500,780,rice40,3,1.1,0.4054,
1500,790,rice40,3,1.1,0.3885,
1500,800,rice40,3,1.1,0.39788,
1500,810,rice40,3,1.1,0.40586,
1500,820,rice40,3,1.1,0.3986,
1500,830,rice40,3,1.1,0.39848,
1500,840,rice40,3,1.1,0.3957,
1500,850,rice40,3,1.1,0.3804,
1500,860,rice40,3,1.1,0.39101,
1500,870,rice40,3,1.1,0.38986,
1500,880,rice40,3,1.1,0.38843,
1500,890,rice40,3,1.1,0.38967,
1500,900,rice40,3,1.1,0.39198,
100,910,rice40,3,1.1,0.46011,
100,920,rice40,3,1.1,0.40685,
100,930,rice40,3,1.1,0.39049,
100,940,rice40,3,1.1,0.37927,
100,950,rice40,3,1.1,0.36585,
100,960,rice40,3,1.1,0.35934,
100,970,rice40,3,1.1,0.36552,
100,980,rice40,3,1.1,0.35003,
100,990,rice40,3,1.1,0.34291,
100,1000,rice40,3,1.1,0.33686,
100,1010,rice40,3,1.1,0.32296,
100,1020,rice40,3,1.1,0.31937,
100,1030,rice40,3,1.1,0.31995,
100,1040,rice40,3,1.1,0.30334,
100,1050,rice40,3,1.1,0.29498,
100,1060,rice40,3,1.1,0.28438,
100,1070,rice40,3,1.1,0.27734,
100,1080,rice40,3,1.1,0.26887,
100,1090,rice40,3,1.1,0.26693,
100,1100,rice40,3,1.1,0.25237,
100,1110,rice40,3,1.1,0.24098,
100,1120,rice40,3,1.1,0.22843,
100,1130,rice40,3,1.1,0.22182,
100,1140,rice40,3,1.1,0.21355,
100,1150,rice40,3,1.1,0.20966,
100,1160,rice40,3,1.1,0.19594,
100,1170,rice40,3,1.1,0.18281,
100,1180,rice40,3,1.1,0.17262,
100,1190,rice40,3,1.1,0.16434,
100,1200,rice40,3,1.1,0.15844,
1500,0,rice40,4,1.5,NA,
1500,10,rice40,4,1.5,NA,
1500,20,rice40,4,1.5,NA,
1500,30,rice40,4,1.5,NA,
1500,40,rice40,4,1.5,NA,
1500,50,rice40,4,1.5,NA,
1500,60,rice40,4,1.5,NA,
1500,70,rice40,4,1.5,NA,
1500,80,rice40,4,1.5,NA,
1500,90,rice40,4,1.5,0.00206,
1500,100,rice40,4,1.5,0.01223,
1500,110,rice40,4,1.5,0.03672,
1500,120,rice40,4,1.5,0.05514,
1500,130,rice40,4,1.5,0.08185,
1500,140,rice40,4,1.5,0.10047,
1500,150,rice40,4,1.5,0.10818,
1500,160,rice40,4,1.5,0.10934,
1500,170,rice40,4,1.5,0.10832,
1500,180,rice40,4,1.5,0.10694,
1500,190,rice40,4,1.5,0.10223,
1500,200,rice40,4,1.5,0.10451,
1500,210,rice40,4,1.5,0.10802,
1500,220,rice40,4,1.5,0.11467,
1500,230,rice40,4,1.5,0.12289,
1500,240,rice40,4,1.5,0.12815,
1500,250,rice40,4,1.5,0.13201,
1500,260,rice40,4,1.5,0.14336,
1500,270,rice40,4,1.5,0.1511,
1500,280,rice40,4,1.5,0.15769,
1500,290,rice40,4,1.5,0.16126,
1500,300,rice40,4,1.5,0.1637,
1500,310,rice40,4,1.5,0.14895,
1500,320,rice40,4,1.5,0.15651,
1500,330,rice40,4,1.5,0.16191,
1500,340,rice40,4,1.5,0.16604,
1500,350,rice40,4,1.5,0.16822,
1500,360,rice40,4,1.5,0.17407,
1500,370,rice40,4,1.5,0.17698,
1500,380,rice40,4,1.5,0.18308,
1500,390,rice40,4,1.5,0.18876,
1500,400,rice40,4,1.5,0.1934,
1500,410,rice40,4,1.5,0.19736,
1500,420,rice40,4,1.5,0.20346,
1500,430,rice40,4,1.5,0.19495,
1500,440,rice40,4,1.5,0.20469,
1500,450,rice40,4,1.5,0.21091,
1500,460,rice40,4,1.5,0.21383,
1500,470,rice40,4,1.5,0.21528,
1500,480,rice40,4,1.5,0.21497,
1500,490,rice40,4,1.5,0.20211,
1500,500,rice40,4,1.5,0.21428,
1500,510,rice40,4,1.5,0.2204,
1500,520,rice40,4,1.5,0.2267,
1500,530,rice40,4,1.5,0.22266,
1500,540,rice40,4,1.5,0.22122,
1500,550,rice40,4,1.5,0.22455,
1500,560,rice40,4,1.5,0.23076,
1500,570,rice40,4,1.5,0.23393,
1500,580,rice40,4,1.5,0.23931,
1500,590,rice40,4,1.5,0.23898,
1500,600,rice40,4,1.5,0.23977,
1500,610,rice40,4,1.5,0.22405,
1500,620,rice40,4,1.5,0.22711,
1500,630,rice40,4,1.5,0.23124,
1500,640,rice40,4,1.5,0.23096,
1500,650,rice40,4,1.5,0.23143,
1500,660,rice40,4,1.5,0.23385,
1500,670,rice40,4,1.5,0.22699,
1500,680,rice40,4,1.5,0.2336,
1500,690,rice40,4,1.5,0.23784,
1500,700,rice40,4,1.5,0.2416,
1500,710,rice40,4,1.5,0.24344,
1500,720,rice40,4,1.5,0.24385,
1500,730,rice40,4,1.5,0.24152,
1500,740,rice40,4,1.5,0.24674,
1500,750,rice40,4,1.5,0.25205,
1500,760,rice40,4,1.5,0.25273,
1500,770,rice40,4,1.5,0.25338,
1500,780,rice40,4,1.5,0.25317,
1500,790,rice40,4,1.5,0.24047,
1500,800,rice40,4,1.5,0.24252,
1500,810,rice40,4,1.5,0.24355,
1500,820,rice40,4,1.5,0.24336,
1500,830,rice40,4,1.5,0.24301,
1500,840,rice40,4,1.5,0.24318,
1500,850,rice40,4,1.5,0.23606,
1500,860,rice40,4,1.5,0.24327,
1500,870,rice40,4,1.5,0.25492,
1500,880,rice40,4,1.5,0.25747,
1500,890,rice40,4,1.5,0.26546,
1500,900,rice40,4,1.5,0.27711,
100,910,rice40,4,1.5,0.37803,
100,920,rice40,4,1.5,0.3344,
100,930,rice40,4,1.5,0.31151,
100,940,rice40,4,1.5,0.30223,
100,950,rice40,4,1.5,0.29273,
100,960,rice40,4,1.5,0.27925,
100,970,rice40,4,1.5,0.30016,
100,980,rice40,4,1.5,0.28706,
100,990,rice40,4,1.5,0.28502,
100,1000,rice40,4,1.5,0.27062,
100,1010,rice40,4,1.5,0.25481,
100,1020,rice40,4,1.5,0.25421,
100,1030,rice40,4,1.5,0.261,
100,1040,rice40,4,1.5,0.24594,
100,1050,rice40,4,1.5,0.23279,
100,1060,rice40,4,1.5,0.22766,
100,1070,rice40,4,1.5,0.2209,
100,1080,rice40,4,1.5,0.2109,
100,1090,rice40,4,1.5,0.20997,
100,1100,rice40,4,1.5,0.18099,
100,1110,rice40,4,1.5,0.16058,
100,1120,rice40,4,1.5,0.13573,
100,1130,rice40,4,1.5,0.11899,
100,1140,rice40,4,1.5,0.10548,
100,1150,rice40,4,1.5,0.10599,
100,1160,rice40,4,1.5,0.09916,
100,1170,rice40,4,1.5,0.09652,
100,1180,rice40,4,1.5,0.09707,
100,1190,rice40,4,1.5,0.10477,
100,1200,rice40,4,1.5,0.12148,
1500,0,rice41,2,1.4,0.20157,
1500,10,rice41,2,1.4,0.1513,
1500,20,rice41,2,1.4,0.16395,
1500,30,rice41,2,1.4,0.17252,
1500,40,rice41,2,1.4,0.18089,
1500,50,rice41,2,1.4,0.18864,
1500,60,rice41,2,1.4,0.19516,
1500,70,rice41,2,1.4,0.21637,
1500,80,rice41,2,1.4,0.21324,
1500,90,rice41,2,1.4,0.22285,
1500,100,rice41,2,1.4,0.24293,
1500,110,rice41,2,1.4,0.24939,
1500,120,rice41,2,1.4,0.25988,
1500,130,rice41,2,1.4,0.2967,
1500,140,rice41,2,1.4,0.29101,
1500,150,rice41,2,1.4,0.30453,
1500,160,rice41,2,1.4,0.3123,
1500,170,rice41,2,1.4,0.32193,
1500,180,rice41,2,1.4,0.31335,
1500,190,rice41,2,1.4,0.31498,
1500,200,rice41,2,1.4,0.3152,
1500,210,rice41,2,1.4,0.31581,
1500,220,rice41,2,1.4,0.31416,
1500,230,rice41,2,1.4,0.3092,
1500,240,rice41,2,1.4,0.31421,
1500,250,rice41,2,1.4,0.32,
1500,260,rice41,2,1.4,0.31672,
1500,270,rice41,2,1.4,0.31035,
1500,280,rice41,2,1.4,0.30779,
1500,290,rice41,2,1.4,0.32453,
1500,300,rice41,2,1.4,0.32465,
1500,310,rice41,2,1.4,0.3283,
1500,320,rice41,2,1.4,0.33038,
1500,330,rice41,2,1.4,0.33539,
1500,340,rice41,2,1.4,0.33541,
1500,350,rice41,2,1.4,0.33379,
1500,360,rice41,2,1.4,0.33091,
1500,370,rice41,2,1.4,0.33925,
1500,380,rice41,2,1.4,0.33354,
1500,390,rice41,2,1.4,0.33716,
1500,400,rice41,2,1.4,0.33367,
1500,410,rice41,2,1.4,0.34012,
1500,420,rice41,2,1.4,0.33895,
1500,430,rice41,2,1.4,0.34703,
1500,440,rice41,2,1.4,0.34475,
1500,450,rice41,2,1.4,0.34904,
1500,460,rice41,2,1.4,0.34965,
1500,470,rice41,2,1.4,0.35631,
1500,480,rice41,2,1.4,0.36148,
1500,490,rice41,2,1.4,0.36004,
1500,500,rice41,2,1.4,0.35926,
1500,510,rice41,2,1.4,0.38486,
1500,520,rice41,2,1.4,0.39856,
1500,530,rice41,2,1.4,0.40458,
1500,540,rice41,2,1.4,0.41734,
1500,550,rice41,2,1.4,0.41517,
1500,560,rice41,2,1.4,0.40506,
1500,570,rice41,2,1.4,0.40235,
1500,580,rice41,2,1.4,0.39818,
1500,590,rice41,2,1.4,0.39438,
1500,600,rice41,2,1.4,0.39232,
1500,610,rice41,2,1.4,0.38767,
1500,620,rice41,2,1.4,0.3816,
1500,630,rice41,2,1.4,0.38461,
1500,640,rice41,2,1.4,0.3869,
1500,650,rice41,2,1.4,0.38401,
1500,660,rice41,2,1.4,0.38091,
1500,670,rice41,2,1.4,0.38223,
1500,680,rice41,2,1.4,0.37839,
1500,690,rice41,2,1.4,0.37593,
1500,700,rice41,2,1.4,0.37993,
1500,710,rice41,2,1.4,0.38296,
1500,720,rice41,2,1.4,0.39077,
1500,730,rice41,2,1.4,0.38486,
1500,740,rice41,2,1.4,0.38073,
1500,750,rice41,2,1.4,0.38425,
1500,760,rice41,2,1.4,0.37953,
1500,770,rice41,2,1.4,0.38495,
1500,780,rice41,2,1.4,0.39613,
1500,790,rice41,2,1.4,0.39214,
1500,800,rice41,2,1.4,0.38985,
1500,810,rice41,2,1.4,0.38349,
1500,820,rice41,2,1.4,0.37981,
1500,830,rice41,2,1.4,0.39122,
1500,840,rice41,2,1.4,0.38716,
1500,850,rice41,2,1.4,0.37363,
1500,860,rice41,2,1.4,0.36726,
1500,870,rice41,2,1.4,0.36441,
1500,880,rice41,2,1.4,0.37076,
1500,890,rice41,2,1.4,0.36839,
1500,900,rice41,2,1.4,0.37301,
100,910,rice41,2,1.4,0.48062,
100,920,rice41,2,1.4,0.45246,
100,930,rice41,2,1.4,0.42382,
100,940,rice41,2,1.4,0.40035,
100,950,rice41,2,1.4,0.39962,
100,960,rice41,2,1.4,0.38845,
100,970,rice41,2,1.4,0.36756,
100,980,rice41,2,1.4,0.35234,
100,990,rice41,2,1.4,0.33222,
100,1000,rice41,2,1.4,0.31572,
100,1010,rice41,2,1.4,0.31925,
100,1020,rice41,2,1.4,0.31295,
100,1030,rice41,2,1.4,0.3177,
100,1040,rice41,2,1.4,0.29725,
100,1050,rice41,2,1.4,0.28431,
100,1060,rice41,2,1.4,0.25645,
100,1070,rice41,2,1.4,0.24093,
100,1080,rice41,2,1.4,0.23311,
100,1090,rice41,2,1.4,0.24081,
100,1100,rice41,2,1.4,0.22647,
100,1110,rice41,2,1.4,0.20759,
100,1120,rice41,2,1.4,0.20212,
100,1130,rice41,2,1.4,0.19619,
100,1140,rice41,2,1.4,0.18949,
100,1150,rice41,2,1.4,0.19824,
100,1160,rice41,2,1.4,0.18165,
100,1170,rice41,2,1.4,0.16971,
100,1180,rice41,2,1.4,0.15782,
100,1190,rice41,2,1.4,0.15011,
100,1200,rice41,2,1.4,0.13892,
1500,0,rice41,3,1.6,0.13589,
1500,10,rice41,3,1.6,0.1135,
1500,20,rice41,3,1.6,0.11663,
1500,30,rice41,3,1.6,0.11741,
1500,40,rice41,3,1.6,0.12042,
1500,50,rice41,3,1.6,0.13293,
1500,60,rice41,3,1.6,0.15189,
1500,70,rice41,3,1.6,0.18626,
1500,80,rice41,3,1.6,0.20093,
1500,90,rice41,3,1.6,0.21159,
1500,100,rice41,3,1.6,0.22368,
1500,110,rice41,3,1.6,0.23058,
1500,120,rice41,3,1.6,0.23845,
1500,130,rice41,3,1.6,0.25104,
1500,140,rice41,3,1.6,0.25905,
1500,150,rice41,3,1.6,0.26594,
1500,160,rice41,3,1.6,0.27075,
1500,170,rice41,3,1.6,0.27755,
1500,180,rice41,3,1.6,0.28418,
1500,190,rice41,3,1.6,0.29117,
1500,200,rice41,3,1.6,0.29796,
1500,210,rice41,3,1.6,0.30377,
1500,220,rice41,3,1.6,0.30675,
1500,230,rice41,3,1.6,0.31169,
1500,240,rice41,3,1.6,0.31409,
1500,250,rice41,3,1.6,0.3124,
1500,260,rice41,3,1.6,0.31511,
1500,270,rice41,3,1.6,0.31694,
1500,280,rice41,3,1.6,0.32096,
1500,290,rice41,3,1.6,0.32521,
1500,300,rice41,3,1.6,0.32851,
1500,310,rice41,3,1.6,0.32817,
1500,320,rice41,3,1.6,0.33608,
1500,330,rice41,3,1.6,0.34122,
1500,340,rice41,3,1.6,0.34564,
1500,350,rice41,3,1.6,0.35145,
1500,360,rice41,3,1.6,0.35855,
1500,370,rice41,3,1.6,0.35747,
1500,380,rice41,3,1.6,0.36855,
1500,390,rice41,3,1.6,0.37802,
1500,400,rice41,3,1.6,0.38006,
1500,410,rice41,3,1.6,0.38604,
1500,420,rice41,3,1.6,0.39221,
1500,430,rice41,3,1.6,0.39114,
1500,440,rice41,3,1.6,0.39682,
1500,450,rice41,3,1.6,0.40533,
1500,460,rice41,3,1.6,0.40442,
1500,470,rice41,3,1.6,0.41857,
