1500,0.0,rice132,1,1.7,0.07687,
1500,10.0,rice132,1,1.7,0.07273,
1500,20.0,rice132,1,1.7,0.07957,
1500,30.0,rice132,1,1.7,0.08352,
1500,40.0,rice132,1,1.7,0.08704,
1500,50.0,rice132,1,1.7,0.09101,
1500,60.0,rice132,1,1.7,0.09546,
1500,70.0,rice132,1,1.7,0.10291,
1500,80.0,rice132,1,1.7,0.10974,
1500,90.0,rice132,1,1.7,0.11624,
1500,100.0,rice132,1,1.7,0.12083,
1500,110.0,rice132,1,1.7,0.12498,
1500,120.0,rice132,1,1.7,0.1311,
1500,130.0,rice132,1,1.7,0.13633,
1500,140.0,rice132,1,1.7,0.13935,
1500,150.0,rice132,1,1.7,0.14373,
1500,160.0,rice132,1,1.7,0.14811,
1500,170.0,rice132,1,1.7,0.15096,
1500,180.0,rice132,1,1.7,0.15528,
1500,190.0,rice132,1,1.7,0.16169,
1500,200.0,rice132,1,1.7,0.16583,
1500,210.0,rice132,1,1.7,0.17146,
1500,220.0,rice132,1,1.7,0.17614,
1500,230.0,rice132,1,1.7,0.18094,
1500,240.0,rice132,1,1.7,0.18661,
1500,250.0,rice132,1,1.7,0.19365,
1500,260.0,rice132,1,1.7,0.20138,
1500,270.0,rice132,1,1.7,0.20975,
1500,280.0,rice132,1,1.7,0.21602,
1500,290.0,rice132,1,1.7,0.22291,
1500,300.0,rice132,1,1.7,0.23257,
1500,310.0,rice132,1,1.7,0.24346,
1500,320.0,rice132,1,1.7,0.25512,
1500,330.0,rice132,1,1.7,0.26353,
1500,340.0,rice132,1,1.7,0.27562,
1500,350.0,rice132,1,1.7,0.28617,
1500,360.0,rice132,1,1.7,0.29939,
1500,370.0,rice132,1,1.7,0.30877,
1500,380.0,rice132,1,1.7,0.32262,
1500,390.0,rice132,1,1.7,0.33264,
1500,400.0,rice132,1,1.7,0.34395,
1500,410.0,rice132,1,1.7,0.35018,
1500,420.0,rice132,1,1.7,0.35543,
1500,430.0,rice132,1,1.7,0.35433,
1500,0.0,rice132,2,1.7,0.06734,
