1500,0,rice13,3,1.8,NA,
1500,0,rice14,4,1.6,NA,
1500,10,rice14,4,1.6,NA,
1500,20,rice14,4,1.6,NA,
1500,30,rice14,4,1.6,NA,
1500,40,rice14,4,1.6,NA,
1500,50,rice14,4,1.6,NA,
1500,60,rice14,4,1.6,NA,
1500,70,rice14,4,1.6,NA,
1500,0,rice24,4,1.6,NA,
1500,0,rice31,4,1.7,NA,
1500,10,rice31,4,1.7,NA,
1500,20,rice31,4,1.7,NA,
1500,0,rice33,4,1.6,NA,
1500,10,rice33,4,1.6,NA,
1500,20,rice33,4,1.6,NA,
1500,30,rice33,4,1.6,NA,
1500,40,rice33,4,1.6,NA,
1500,50,rice33,4,1.6,NA,
1500,60,rice33,4,1.6,NA,
1500,70,rice33,4,1.6,NA,
1500,80,rice33,4,1.6,NA,
1500,0,rice34,4,1.8,NA,
1500,10,rice34,4,1.8,NA,
1500,20,rice34,4,1.8,NA,
1500,30,rice34,4,1.8,NA,
1500,40,rice34,4,1.8,NA,
100,980,rice34,4,1.8,NA,
100,990,rice34,4,1.8,NA,
100,1000,rice34,4,1.8,NA,
100,1010,rice34,4,1.8,NA,
100,1020,rice34,4,1.8,NA,
100,1030,rice34,4,1.8,NA,
100,1040,rice34,4,1.8,NA,
100,1050,rice34,4,1.8,NA,
100,1060,rice34,4,1.8,NA,
100,1070,rice34,4,1.8,NA,
100,1080,rice34,4,1.8,NA,
100,1090,rice34,4,1.8,NA,
100,1100,rice34,4,1.8,NA,
100,1110,rice34,4,1.8,NA,
100,1120,rice34,4,1.8,NA,
100,1130,rice34,4,1.8,NA,
100,1140,rice34,4,1.8,NA,
100,1150,rice34,4,1.8,NA,
100,1160,rice34,4,1.8,NA,
100,1170,rice34,4,1.8,NA,
100,1180,rice34,4,1.8,NA,
100,1190,rice34,4,1.8,NA,
100,1200,rice34,4,1.8,NA,
1500,0,rice40,4,1.5,NA,
1500,10,rice40,4,1.5,NA,
1500,20,rice40,4,1.5,NA,
1500,30,rice40,4,1.5,NA,
1500,40,rice40,4,1.5,NA,
1500,50,rice40,4,1.5,NA,
1500,60,rice40,4,1.5,NA,
1500,70,rice40,4,1.5,NA,
1500,80,rice40,4,1.5,NA,
1500,0,rice41,4,1.7,NA,
1500,10,rice41,4,1.7,NA,
1500,20,rice41,4,1.7,NA,
1500,0,rice84,5,NA,NA,
1500,10,rice84,5,NA,NA,
1500,20,rice84,5,NA,NA,
1500,30,rice84,5,NA,NA,
1500,40,rice84,5,NA,NA,
1500,50,rice84,5,NA,NA,
1500,60,rice84,5,NA,NA,
1500,70,rice84,5,NA,NA,
1500,80,rice84,5,NA,NA,
1500,90,rice84,5,NA,NA,
1500,100,rice84,5,NA,NA,
1500,110,rice84,5,NA,NA,
1500,120,rice84,5,NA,NA,
1500,130,rice84,5,NA,NA,
1500,140,rice84,5,NA,NA,
1500,150,rice84,5,NA,NA,
1500,160,rice84,5,NA,NA,
1500,170,rice84,5,NA,NA,
1500,180,rice84,5,NA,NA,
1500,190,rice84,5,NA,NA,
1500,200,rice84,5,NA,NA,
1500,210,rice84,5,NA,NA,
1500,220,rice84,5,NA,NA,
1500,230,rice84,5,NA,NA,
1500,240,rice84,5,NA,NA,
1500,250,rice84,5,NA,NA,
1500,260,rice84,5,NA,NA,
1500,270,rice84,5,NA,NA,
1500,280,rice84,5,NA,NA,
1500,290,rice84,5,NA,NA,
1500,300,rice84,5,NA,NA,
1500,310,rice84,5,NA,NA,
1500,320,rice84,5,NA,NA,
1500,330,rice84,5,NA,NA,
1500,340,rice84,5,NA,NA,
1500,350,rice84,5,NA,NA,
1500,360,rice84,5,NA,NA,
1500,370,rice84,5,NA,NA,
1500,380,rice84,5,NA,NA,
1500,390,rice84,5,NA,NA,
1500,400,rice84,5,NA,NA,
1500,410,rice84,5,NA,NA,
1500,420,rice84,5,NA,NA,
1500,430,rice84,5,NA,NA,
1500,440,rice84,5,NA,NA,
1500,450,rice84,5,NA,NA,
1500,460,rice84,5,NA,NA,
1500,470,rice84,5,NA,NA,
1500,480,rice84,5,NA,NA,
1500,490,rice84,5,NA,NA,
1500,500,rice84,5,NA,NA,
1500,510,rice84,5,NA,NA,
1500,520,rice84,5,NA,NA,
1500,530,rice84,5,NA,NA,
1500,540,rice84,5,NA,NA,
1500,550,rice84,5,NA,NA,
1500,560,rice84,5,NA,NA,
1500,570,rice84,5,NA,NA,
1500,580,rice84,5,NA,NA,
1500,590,rice84,5,NA,NA,
1500,600,rice84,5,NA,NA,
1500,610,rice84,5,NA,NA,
1500,620,rice84,5,NA,NA,
1500,630,rice84,5,NA,NA,
1500,640,rice84,5,NA,NA,
1500,650,rice84,5,NA,NA,
1500,660,rice84,5,NA,NA,
1500,670,rice84,5,NA,NA,
1500,680,rice84,5,NA,NA,
1500,690,rice84,5,NA,NA,
1500,700,rice84,5,NA,NA,
1500,710,rice84,5,NA,NA,
1500,720,rice84,5,NA,NA,
